program_id,result_binary,gpa_normalized,gre_quant,gre_verbal,toefl,undergrad_tier_encoded,intern_score,intern_count,research_score,is_international,is_female,major_relevance_score,has_paper,has_research
0,1,3.85,,,,,,,0,,,,,
0,0,3.75,,,,,,,0,,,,,
0,0,3.34,,,,,,,0,,,,,
0,1,3.24,,,,,,,0,,,,,
0,0,3.8,,,,,,,0,,,,,
0,0,3.31,,,,,,,0,,,,,
0,0,3.01,,,,,,,0,,,,,
0,0,3.38,,,,,,,0,,,,,
0,1,4.0,,,,,,,0,,,,,
0,0,3.21,,,,,,,0,,,,,
0,0,3.17,,,,,,,0,,,,,
0,0,2.9,,,,,,,0,,,,,
0,0,2.83,,,,,,,0,,,,,
0,0,3.77,,,,,,,0,,,,,
0,1,3.5,,,,,,,0,,,,,
0,0,3.94,,,,,,,0,,,,,
0,0,2.98,,,,,,,0,,,,,
0,0,3.7,,,,,,,0,,,,,
0,1,3.75,,,,,,,0,,,,,
0,1,3.61,,,,,,,0,,,,,
0,0,3.0,,,,,,,0,,,,,
0,0,3.9,,,,,,,0,,,,,
0,0,3.1,,,,,,,0,,,,,
0,0,3.53,,,,,,,0,,,,,
0,0,3.8,,,,,,,0,,,,,
0,1,3.9,,,,,,,0,,,,,
0,1,3.83,,,,,,,0,,,,,
0,0,3.36,,,,,,,0,,,,,
0,1,3.695,,,,,,,0,,,,,
0,0,3.46,,,,,,,0,,,,,
0,0,3.6,,,,,,,0,,,,,
0,0,3.14,,,,,,,0,,,,,
0,0,3.72,,,,,,,0,,,,,
0,0,2.91,,,,,,,0,,,,,
0,0,3.44,,,,,,,0,,,,,
0,1,3.0,,,,,,,0,,,,,
0,1,3.58,,,,,,,0,,,,,
0,0,3.1,,,,,,,0,,,,,
0,0,3.86,,,,,,,0,,,,,
34,1,3.5,,,,,,,0,,,,,
0,1,3.55,,,,,,,0,,,,,
0,0,2.76,,,,,,,0,,,,,
0,0,3.7,,,,,,,0,,,,,
0,0,3.57,,,,,,,0,,,,,
0,1,3.9,,,,,,,0,,,,,
34,1,3.98,,,,,,,0,,,,,
34,0,3.94,,,,,,,0,,,,,
26,0,3.98,,,,,,,0,,,,,
26,0,3.9,,,,,,,0,,,,,
33,1,3.82,,,,,,,0,,,,,
33,0,3.93,,,,,,,0,,,,,
33,1,3.6,,,,,,,0,,,,,
33,0,3.96,,,,,,,0,,,,,
33,0,3.85,,,,,,,0,,,,,
33,1,4.0,,,,,,,0,,,,,
0,0,3.2,,,,,,,0,,,,,
0,0,2.87,,,,,,,0,,,,,
0,1,3.59,,,,,,,0,,,,,
0,1,3.72,,,,,,,0,,,,,
0,1,3.5,,,,,,,0,,,,,
0,1,3.6,,,,,,,0,,,,,
0,1,3.74,,,,,,,0,,,,,
0,0,3.67,,,,,,,0,,,,,
0,0,3.1,,,,,,,0,,,,,
0,0,3.83,,,,,,,0,,,,,
0,0,3.45,,,,,,,0,,,,,
0,0,3.52,,,,,,,0,,,,,
0,0,3.94,,,,,,,0,,,,,
0,1,3.88,,,,,,,0,,,,,
0,1,3.959,,,,,,,0,,,,,
0,0,2.52,,,,,,,0,,,,,
0,1,3.75,,,,,,,0,,,,,
0,1,3.46,,,,,,,0,,,,,
0,0,3.23,,,,,,,0,,,,,
0,1,3.9,,,,,,,0,,,,,
0,1,3.54,,,,,,,0,,,,,
0,1,3.6,,,,,,,0,,,,,
0,1,3.57,,,,,,,0,,,,,
0,0,3.79,,,,,,,0,,,,,
0,0,3.67,,,,,,,0,,,,,
0,0,3.3,,,,,,,0,,,,,
0,0,3.65,,,,,,,0,,,,,
0,0,3.5,,,,,,,0,,,,,
0,0,3.98,,,,,,,0,,,,,
0,1,3.3,,,,,,,0,,,,,
0,1,3.0,,,,,,,0,,,,,
0,0,3.94,,,,,,,0,,,,,
0,1,3.49,,,,,,,0,,,,,
0,0,3.4,,,,,,,0,,,,,
0,1,3.4,,,,,,,0,,,,,
0,1,3.52,,,,,,,0,,,,,
0,1,3.92,,,,,,,0,,,,,
0,0,3.5,,,,,,,0,,,,,
0,0,3.9,,,,,,,0,,,,,
0,1,3.75,,,,,,,0,,,,,
0,1,3.2,,,,,,,0,,,,,
0,1,3.8,,,,,,,0,,,,,
0,0,3.5,,,,,,,0,,,,,
0,1,3.72,,,,,,,0,,,,,
0,0,3.56,,,,,,,0,,,,,
0,0,3.44,,,,,,,0,,,,,
0,0,3.8,,,,,,,0,,,,,
0,1,3.64,,,,,,,0,,,,,
0,0,3.69,,,,,,,0,,,,,
0,0,3.24,,,,,,,0,,,,,
0,0,3.4,,,,,,,0,,,,,
0,1,3.7,,,,,,,0,,,,,
0,1,3.65,,,,,,,0,,,,,
0,0,3.6,,,,,,,0,,,,,
0,1,3.92,,,,,,,0,,,,,
0,1,3.44,,,,,,,0,,,,,
0,0,2.0,,,,,,,0,,,,,
0,0,3.92,,,,,,,0,,,,,
0,0,3.83,,,,,,,0,,,,,
0,0,3.41,,,,,,,0,,,,,
0,0,3.7,,,,,,,0,,,,,
0,0,3.56,,,,,,,0,,,,,
0,0,3.98,,,,,,,0,,,,,
0,1,3.2,,,,,,,0,,,,,
0,1,3.7,,,,,,,0,,,,,
0,1,3.4,,,,,,,0,,,,,
0,1,4.0,,,,,,,0,,,,,
0,1,3.53,,,,,,,0,,,,,
0,0,3.0,,,,,,,0,,,,,
0,0,3.3,,,,,,,0,,,,,
1,0,3.9,,,,,,,0,,,,,
1,1,3.85,,,,,,,0,,,,,
26,1,3.5,,,,,,,0,,,,,
5,0,3.92,,,,,,,0,,,,,
5,1,3.77,,,,,,,0,,,,,
5,0,3.16,,,,,,,0,,,,,
5,0,3.52,,,,,,,0,,,,,
5,0,3.8,,,,,,,0,,,,,
5,0,3.66,,,,,,,0,,,,,
5,0,3.58,,,,,,,0,,,,,
5,1,3.88,,,,,,,0,,,,,
5,0,3.98,,,,,,,0,,,,,
5,0,3.19,,,,,,,0,,,,,
5,0,3.6,,,,,,,0,,,,,
5,0,3.36,,,,,,,0,,,,,
5,1,3.79,,,,,,,0,,,,,
5,0,3.7,,,,,,,0,,,,,
5,1,3.2,,,,,,,0,,,,,
5,0,3.14,,,,,,,0,,,,,
5,1,4.0,,,,,,,0,,,,,
5,1,3.7,,,,,,,0,,,,,
5,1,3.8,,,,,,,0,,,,,
5,0,3.36,,,,,,,0,,,,,
5,0,3.0,,,,,,,0,,,,,
5,0,3.32,,,,,,,0,,,,,
5,1,3.32,,,,,,,0,,,,,
5,1,3.38,,,,,,,0,,,,,
5,1,4.0,,,,,,,0,,,,,
5,0,3.5,,,,,,,0,,,,,
5,0,3.83,,,,,,,0,,,,,
5,0,3.52,,,,,,,0,,,,,
5,1,3.36,,,,,,,0,,,,,
5,0,3.4,,,,,,,0,,,,,
5,0,3.97,,,,,,,0,,,,,
5,1,3.93,,,,,,,0,,,,,
5,1,3.52,,,,,,,0,,,,,
5,0,2.87,,,,,,,0,,,,,
5,0,3.98,,,,,,,0,,,,,
5,1,3.6,,,,,,,0,,,,,
5,0,3.8,,,,,,,0,,,,,
5,0,2.52,,,,,,,0,,,,,
5,1,3.7,,,,,,,0,,,,,
5,0,3.11,,,,,,,0,,,,,
5,0,3.64,,,,,,,0,,,,,
5,0,3.66,,,,,,,0,,,,,
5,1,3.53,,,,,,,0,,,,,
5,0,3.436,,,,,,,0,,,,,
5,0,3.8,,,,,,,0,,,,,
5,1,3.9,,,,,,,0,,,,,
5,0,3.403,,,,,,,0,,,,,
5,1,4.0,,,,,,,0,,,,,
5,0,2.84,,,,,,,0,,,,,
5,0,3.65,,,,,,,0,,,,,
5,0,3.07,,,,,,,0,,,,,
5,1,3.65,,,,,,,0,,,,,
5,0,3.74,,,,,,,0,,,,,
5,1,3.85,,,,,,,0,,,,,
5,0,3.75,,,,,,,0,,,,,
5,1,3.93,,,,,,,0,,,,,
5,1,3.85,,,,,,,0,,,,,
5,0,3.32,,,,,,,0,,,,,
5,0,4.0,,,,,,,0,,,,,
5,0,3.7,,,,,,,0,,,,,
5,0,3.2,,,,,,,0,,,,,
5,0,3.22,,,,,,,0,,,,,
5,1,3.6,,,,,,,0,,,,,
5,1,3.97,,,,,,,0,,,,,
5,0,3.28,,,,,,,0,,,,,
5,1,3.45,,,,,,,0,,,,,
5,0,3.65,,,,,,,0,,,,,
5,1,3.5,,,,,,,0,,,,,
5,0,3.23,,,,,,,0,,,,,
5,0,3.5,,,,,,,0,,,,,
5,0,2.83,,,,,,,0,,,,,
5,0,3.8,,,,,,,0,,,,,
5,1,3.61,,,,,,,0,,,,,
5,0,3.89,,,,,,,0,,,,,
5,0,3.35,,,,,,,0,,,,,
5,1,3.68,,,,,,,0,,,,,
5,0,3.0,,,,,,,0,,,,,
5,1,3.7,,,,,,,0,,,,,
1,1,3.45,,,,,,,0,,,,,
5,1,3.65,,,,,,,0,,,,,
5,1,3.4,,,,,,,0,,,,,
5,1,2.8,,,,,,,0,,,,,
5,0,3.65,,,,,,,0,,,,,
5,0,3.52,,,,,,,0,,,,,
5,0,3.48,,,,,,,0,,,,,
5,0,3.8,,,,,,,0,,,,,
5,0,3.8,,,,,,,0,,,,,
5,0,3.63,,,,,,,0,,,,,
5,0,3.73,,,,,,,0,,,,,
5,0,2.78,,,,,,,0,,,,,
5,0,3.89,,,,,,,0,,,,,
5,0,3.95,,,,,,,0,,,,,
5,1,2.32,,,,,,,0,,,,,
5,0,3.3,,,,,,,0,,,,,
5,1,3.5,,,,,,,0,,,,,
5,0,3.4,,,,,,,0,,,,,
5,0,3.2,,,,,,,0,,,,,
5,0,3.4,,,,,,,0,,,,,
5,0,3.73,,,,,,,0,,,,,
5,1,3.71,,,,,,,0,,,,,
5,1,3.83,,,,,,,0,,,,,
5,0,3.91,,,,,,,0,,,,,
5,1,3.3,,,,,,,0,,,,,
5,1,3.26,,,,,,,0,,,,,
5,0,3.6,,,,,,,0,,,,,
5,0,2.93,,,,,,,0,,,,,
5,1,3.24,,,,,,,0,,,,,
5,0,3.02,,,,,,,0,,,,,
5,1,3.44,,,,,,,0,,,,,
5,0,3.2,,,,,,,0,,,,,
31,1,3.99,,,,,,,0,,,,,
1,0,3.24,,,,,,,0,,,,,
1,0,3.5,,,,,,,0,,,,,
1,1,3.5,,,,,,,0,,,,,
1,0,3.45,,,,,,,0,,,,,
31,1,3.75,,,,,,,0,,,,,
31,0,3.4,,,,,,,0,,,,,
31,1,3.8,,,,,,,0,,,,,
31,0,3.8,,,,,,,0,,,,,
31,1,3.82,,,,,,,0,,,,,
31,1,4.0,,,,,,,0,,,,,
31,0,4.0,,,,,,,0,,,,,
31,0,3.2,,,,,,,0,,,,,
31,0,3.59,,,,,,,0,,,,,
31,1,3.9,,,,,,,0,,,,,
31,1,3.6,,,,,,,0,,,,,
31,0,3.7,,,,,,,0,,,,,
1,1,3.62,,,,,,,0,,,,,
1,1,3.38,,,,,,,0,,,,,
1,1,3.5,,,,,,,0,,,,,
1,0,3.7,,,,,,,0,,,,,
1,0,3.3,,,,,,,0,,,,,
1,0,3.2,,,,,,,0,,,,,
10,1,3.02,,,,,,,0,,,,,
31,1,3.7,,,,,,,0,,,,,
31,1,3.7,,,,,,,0,,,,,
31,1,3.56,,,,,,,0,,,,,
31,1,3.86,,,,,,,0,,,,,
31,0,3.7,,,,,,,0,,,,,
31,1,3.77,,,,,,,0,,,,,
31,0,3.79,,,,,,,0,,,,,
31,1,3.78,,,,,,,0,,,,,
31,0,3.2,,,,,,,0,,,,,
31,0,3.5,,,,,,,0,,,,,
31,1,3.8,,,,,,,0,,,,,
31,0,3.92,,,,,,,0,,,,,
31,0,3.4,,,,,,,0,,,,,
31,1,3.94,,,,,,,0,,,,,
31,1,3.58,,,,,,,0,,,,,
31,0,3.83,,,,,,,0,,,,,
31,0,3.94,,,,,,,0,,,,,
31,0,3.98,,,,,,,0,,,,,
31,0,3.71,,,,,,,0,,,,,
31,1,3.92,,,,,,,0,,,,,
31,0,3.4,,,,,,,0,,,,,
31,0,3.24,,,,,,,0,,,,,
31,0,3.7,,,,,,,0,,,,,
31,1,3.64,,,,,,,0,,,,,
31,0,3.6,,,,,,,0,,,,,
1,0,3.6,,,,,,,0,,,,,
1,0,2.6,,,,,,,0,,,,,
1,1,3.0,,,,,,,0,,,,,
1,1,3.74,,,,,,,0,,,,,
1,1,3.6,,,,,,,0,,,,,
1,0,3.05,,,,,,,0,,,,,
1,0,3.5,,,,,,,0,,,,,
1,0,2.8,,,,,,,0,,,,,
1,1,3.52,,,,,,,0,,,,,
1,1,3.98,,,,,,,0,,,,,
1,0,4.0,,,,,,,0,,,,,
1,1,3.9,,,,,,,0,,,,,
1,0,3.6,,,,,,,0,,,,,
1,0,3.5,,,,,,,0,,,,,
1,1,3.58,,,,,,,0,,,,,
1,1,3.5,,,,,,,0,,,,,
1,0,2.7,,,,,,,0,,,,,
1,1,3.3,,,,,,,0,,,,,
1,0,3.5,,,,,,,0,,,,,
1,1,3.15,,,,,,,0,,,,,
1,0,3.93,,,,,,,0,,,,,
1,0,3.3,,,,,,,0,,,,,
1,1,3.4,,,,,,,0,,,,,
1,1,3.54,,,,,,,0,,,,,
1,1,3.67,,,,,,,0,,,,,
1,0,3.7,,,,,,,0,,,,,
1,1,3.4,,,,,,,0,,,,,
1,1,3.85,,,,,,,0,,,,,
31,1,3.97,,,,,,,0,,,,,
31,0,3.78,,,,,,,0,,,,,
5,0,3.97,,,,,,,0,,,,,
5,1,3.7,,,,,,,0,,,,,
5,0,3.65,,,,,,,0,,,,,
5,0,3.31,,,,,,,0,,,,,
5,0,2.98,,,,,,,0,,,,,
5,1,2.6,,,,,,,0,,,,,
5,1,3.4,,,,,,,0,,,,,
5,0,3.2,,,,,,,0,,,,,
5,1,2.85,,,,,,,0,,,,,
5,1,3.1,,,,,,,0,,,,,
5,1,3.5,,,,,,,0,,,,,
5,1,3.74,,,,,,,0,,,,,
5,0,3.5,,,,,,,0,,,,,
5,1,3.64,,,,,,,0,,,,,
31,1,3.7,,,,,,,0,,,,,
31,0,3.4,,,,,,,0,,,,,
31,1,3.9,,,,,,,0,,,,,
31,0,3.61,,,,,,,0,,,,,
31,1,3.93,,,,,,,0,,,,,
31,0,3.15,,,,,,,0,,,,,
31,0,3.7,,,,,,,0,,,,,
31,1,3.8,,,,,,,0,,,,,
31,1,3.95,,,,,,,0,,,,,
31,1,3.7,,,,,,,0,,,,,
31,1,4.0,,,,,,,0,,,,,
31,0,3.79,,,,,,,0,,,,,
31,1,3.6,,,,,,,0,,,,,
31,1,3.7,,,,,,,0,,,,,
31,0,3.7,,,,,,,0,,,,,
31,0,3.72,,,,,,,0,,,,,
31,0,3.97,,,,,,,0,,,,,
31,0,3.6,,,,,,,0,,,,,
31,1,3.83,,,,,,,0,,,,,
31,1,3.6,,,,,,,0,,,,,
31,0,3.15,,,,,,,0,,,,,
31,0,3.92,,,,,,,0,,,,,
31,0,3.5,,,,,,,0,,,,,
31,1,3.96,,,,,,,0,,,,,
31,0,3.9,,,,,,,0,,,,,
31,1,3.5,,,,,,,0,,,,,
5,1,3.72,,,,,,,0,,,,,
31,0,4.0,,,,,,,0,,,,,
31,1,3.6,,,,,,,0,,,,,
31,1,3.72,,,,,,,0,,,,,
31,0,3.82,,,,,,,0,,,,,
31,1,3.96,,,,,,,0,,,,,
31,1,3.92,,,,,,,0,,,,,
31,1,3.31,,,,,,,0,,,,,
31,1,3.75,,,,,,,0,,,,,
26,1,3.2,,,,,,,0,,,,,
26,1,3.35,,,,,,,0,,,,,
-1,0,4.0,,,,,,,0,,,,,
1,1,3.57,,,,,,,0,,,,,
5,1,3.9,,,,,,,0,,,,,
-1,0,3.2,,,,,,,0,,,,,
-1,1,3.97,,,,,,,0,,,,,
-1,0,3.8,,,,,,,0,,,,,
-1,1,3.9,,,,,,,0,,,,,
-1,1,3.59,,,,,,,0,,,,,
18,1,3.97,,,,,,,0,,,,,
18,0,3.4,,,,,,,0,,,,,
18,0,3.44,,,,,,,0,,,,,
18,1,3.85,,,,,,,0,,,,,
18,0,3.65,,,,,,,0,,,,,
25,0,4.0,,,,,,,0,,,,,
25,0,3.3,,,,,,,0,,,,,
1,0,3.1,,,,,,,0,,,,,
-1,0,3.86,,,,,,,0,,,,,
-1,1,3.95,,,,,,,0,,,,,
-1,0,3.69,,,,,,,0,,,,,
-1,1,3.3,,,,,,,0,,,,,
-1,1,3.71,,,,,,,0,,,,,
-1,1,4.0,,,,,,,0,,,,,
10,0,3.04,,,,,,,0,,,,,
10,1,3.8,,,,,,,0,,,,,
10,1,3.95,,,,,,,0,,,,,
10,0,3.6,,,,,,,0,,,,,
10,0,3.9,,,,,,,0,,,,,
6,0,3.9,,,,,,,0,,,,,
6,1,3.69,,,,,,,0,,,,,
32,1,3.6,,,,,,,0,,,,,
32,1,3.53,,,,,,,0,,,,,
6,1,3.6,,,,,,,0,,,,,
6,1,3.8,,,,,,,0,,,,,
6,1,4.0,,,,,,,0,,,,,
6,0,4.0,,,,,,,0,,,,,
0,0,3.3,,,,,,,0,,,,,
0,1,3.0,,,,,,,0,,,,,
0,0,2.93,,,,,,,0,,,,,
34,0,3.78,,,,,,,0,,,,,
-1,1,3.91,,,,,,,0,,,,,
2,1,3.0,,,,,,,0,,,,,
26,1,3.48,,,,,,,0,,,,,
26,1,3.71,,,,,,,0,,,,,
16,0,3.9,,,,,,,0,,,,,
8,0,3.41,,,,,,,0,,,,,
31,1,3.87,,,,,,,0,,,,,
8,1,3.65,,,,,,,0,,,,,
31,0,3.0,,,,,,,0,,,,,
34,1,3.0,,,,,,,0,,,,,
2,1,3.6,,,,,,,0,,,,,
31,1,3.82,,,,,,,0,,,,,
31,1,3.0,,,,,,,0,,,,,
8,1,3.7,,,,,,,0,,,,,
31,0,3.72,,,,,,,0,,,,,
6,1,3.8,,,,,,,0,,,,,
6,1,3.21,,,,,,,0,,,,,
6,0,3.5,,,,,,,0,,,,,
6,1,3.65,,,,,,,0,,,,,
6,1,3.4,,,,,,,0,,,,,
6,1,3.76,,,,,,,0,,,,,
6,0,3.78,,,,,,,0,,,,,
6,0,4.0,,,,,,,0,,,,,
6,1,3.67,,,,,,,0,,,,,
6,0,3.2,,,,,,,0,,,,,
6,0,3.6,,,,,,,0,,,,,
6,0,3.9,,,,,,,0,,,,,
6,0,3.4,,,,,,,0,,,,,
6,0,3.7,,,,,,,0,,,,,
6,1,3.85,,,,,,,0,,,,,
6,1,3.89,,,,,,,0,,,,,
6,0,3.4,,,,,,,0,,,,,
6,0,3.62,,,,,,,0,,,,,
6,1,3.5,,,,,,,0,,,,,
6,1,3.88,,,,,,,0,,,,,
33,1,3.55,,,,,,,0,,,,,
33,0,3.5,,,,,,,0,,,,,
33,0,3.57,,,,,,,0,,,,,
33,1,4.0,,,,,,,0,,,,,
33,0,3.17,,,,,,,0,,,,,
33,0,3.8,,,,,,,0,,,,,
33,1,3.36,,,,,,,0,,,,,
33,1,3.83,,,,,,,0,,,,,
33,0,3.85,,,,,,,0,,,,,
33,1,3.88,,,,,,,0,,,,,
33,0,3.4,,,,,,,0,,,,,
33,1,3.7,,,,,,,0,,,,,
33,0,3.5,,,,,,,0,,,,,
33,0,3.7,,,,,,,0,,,,,
33,1,3.16,,,,,,,0,,,,,
6,1,3.65,,,,,,,0,,,,,
6,0,3.0,,,,,,,0,,,,,
6,0,2.7,,,,,,,0,,,,,
6,0,3.54,,,,,,,0,,,,,
6,1,3.7,,,,,,,0,,,,,
6,1,3.5,,,,,,,0,,,,,
33,1,3.06,,,,,,,0,,,,,
33,1,2.85,,,,,,,0,,,,,
33,1,3.255,,,,,,,0,,,,,
33,0,3.3,,,,,,,0,,,,,
6,1,3.2,,,,,,,0,,,,,
6,1,3.4,,,,,,,0,,,,,
6,0,3.93,,,,,,,0,,,,,
6,0,3.63,,,,,,,0,,,,,
6,0,3.86,,,,,,,0,,,,,
6,1,3.86,,,,,,,0,,,,,
6,0,3.0,,,,,,,0,,,,,
6,1,3.98,,,,,,,0,,,,,
6,0,3.74,,,,,,,0,,,,,
6,0,3.48,,,,,,,0,,,,,
6,1,3.64,,,,,,,0,,,,,
6,0,3.65,,,,,,,0,,,,,
6,1,4.0,,,,,,,0,,,,,
6,0,3.85,,,,,,,0,,,,,
6,0,3.0,,,,,,,0,,,,,
6,1,3.5,,,,,,,0,,,,,
6,1,3.2,,,,,,,0,,,,,
6,0,2.8,,,,,,,0,,,,,
6,1,3.6,,,,,,,0,,,,,
6,0,3.3,,,,,,,0,,,,,
6,0,2.5,,,,,,,0,,,,,
6,0,3.1,,,,,,,0,,,,,
6,0,3.98,,,,,,,0,,,,,
6,1,3.1,,,,,,,0,,,,,
6,0,3.71,,,,,,,0,,,,,
6,1,3.33,,,,,,,0,,,,,
6,0,3.15,,,,,,,0,,,,,
6,0,3.92,,,,,,,0,,,,,
33,0,3.95,,,,,,,0,,,,,
33,1,4.0,,,,,,,0,,,,,
33,1,3.6,,,,,,,0,,,,,
33,0,3.56,,,,,,,0,,,,,
33,1,3.81,,,,,,,0,,,,,
33,1,3.72,,,,,,,0,,,,,
33,0,3.52,,,,,,,0,,,,,
33,1,3.72,,,,,,,0,,,,,
33,1,3.4,,,,,,,0,,,,,
33,0,3.85,,,,,,,0,,,,,
33,0,2.6,,,,,,,0,,,,,
33,1,3.15,,,,,,,0,,,,,
33,0,3.7,,,,,,,0,,,,,
33,0,3.52,,,,,,,0,,,,,
33,0,3.36,,,,,,,0,,,,,
33,1,3.8,,,,,,,0,,,,,
33,0,3.3,,,,,,,0,,,,,
33,0,3.55,,,,,,,0,,,,,
33,1,3.64,,,,,,,0,,,,,
33,1,3.2,,,,,,,0,,,,,
33,0,3.6,,,,,,,0,,,,,
33,0,3.68,,,,,,,0,,,,,
33,0,3.8,,,,,,,0,,,,,
33,1,3.74,,,,,,,0,,,,,
33,0,3.4,,,,,,,0,,,,,
33,1,3.6,,,,,,,0,,,,,
33,1,3.4,,,,,,,0,,,,,
33,0,3.69,,,,,,,0,,,,,
33,0,3.78,,,,,,,0,,,,,
33,1,2.9,,,,,,,0,,,,,
33,1,3.37,,,,,,,0,,,,,
33,0,3.88,,,,,,,0,,,,,
33,1,2.98,,,,,,,0,,,,,
32,1,3.5,,,,,,,0,,,,,
32,0,3.3,,,,,,,0,,,,,
32,0,3.95,,,,,,,0,,,,,
32,0,3.8,,,,,,,0,,,,,
33,1,3.84,,,,,,,0,,,,,
33,1,3.5,,,,,,,0,,,,,
33,1,3.7,,,,,,,0,,,,,
33,0,3.8,,,,,,,0,,,,,
33,0,3.92,,,,,,,0,,,,,
33,0,3.0,,,,,,,0,,,,,
33,0,3.7,,,,,,,0,,,,,
33,1,3.63,,,,,,,0,,,,,
33,1,3.2,,,,,,,0,,,,,
33,1,3.91,,,,,,,0,,,,,
33,0,2.96,,,,,,,0,,,,,
33,1,4.0,,,,,,,0,,,,,
33,1,3.6,,,,,,,0,,,,,
33,1,3.24,,,,,,,0,,,,,
33,1,3.75,,,,,,,0,,,,,
33,0,3.98,,,,,,,0,,,,,
33,1,3.03,,,,,,,0,,,,,
33,1,3.12,,,,,,,0,,,,,
33,1,3.5,,,,,,,0,,,,,
33,1,4.0,,,,,,,0,,,,,
33,1,2.96,,,,,,,0,,,,,
33,1,3.61,,,,,,,0,,,,,
33,1,3.4,,,,,,,0,,,,,
33,1,3.2,,,,,,,0,,,,,
33,1,3.66,,,,,,,0,,,,,
33,1,3.91,,,,,,,0,,,,,
33,0,3.32,,,,,,,0,,,,,
33,0,3.36,,,,,,,0,,,,,
33,0,3.98,,,,,,,0,,,,,
33,1,3.48,,,,,,,0,,,,,
33,1,2.81,,,,,,,0,,,,,
33,0,3.87,,,,,,,0,,,,,
33,1,3.6,,,,,,,0,,,,,
33,1,3.04,,,,,,,0,,,,,
33,1,3.86,,,,,,,0,,,,,
33,1,3.5,,,,,,,0,,,,,
33,1,3.8,,,,,,,0,,,,,
33,0,3.44,,,,,,,0,,,,,
33,1,3.44,,,,,,,0,,,,,
33,1,3.28,,,,,,,0,,,,,
33,1,3.35,,,,,,,0,,,,,
33,0,3.73,,,,,,,0,,,,,
33,0,3.9,,,,,,,0,,,,,
33,1,3.75,,,,,,,0,,,,,
33,1,3.22,,,,,,,0,,,,,
33,1,3.63,,,,,,,0,,,,,
33,0,3.56,,,,,,,0,,,,,
33,0,3.34,,,,,,,0,,,,,
33,1,3.68,,,,,,,0,,,,,
33,1,3.86,,,,,,,0,,,,,
33,0,4.0,,,,,,,0,,,,,
33,1,4.0,,,,,,,0,,,,,
33,1,3.49,,,,,,,0,,,,,
33,1,3.64,,,,,,,0,,,,,
33,1,3.77,,,,,,,0,,,,,
33,0,3.53,,,,,,,0,,,,,
33,1,3.91,,,,,,,0,,,,,
33,1,3.0,,,,,,,0,,,,,
33,0,3.5,,,,,,,0,,,,,
33,0,3.9,,,,,,,0,,,,,
33,1,3.5,,,,,,,0,,,,,
33,1,3.71,,,,,,,0,,,,,
33,1,3.63,,,,,,,0,,,,,
33,1,3.71,,,,,,,0,,,,,
33,1,3.7,,,,,,,0,,,,,
33,0,3.51,,,,,,,0,,,,,
33,1,3.41,,,,,,,0,,,,,
33,0,3.6,,,,,,,0,,,,,
33,1,3.86,,,,,,,0,,,,,
33,1,3.5,,,,,,,0,,,,,
33,0,3.34,,,,,,,0,,,,,
33,0,3.91,,,,,,,0,,,,,
33,0,3.02,,,,,,,0,,,,,
33,0,3.98,,,,,,,0,,,,,
33,0,3.6,,,,,,,0,,,,,
6,0,3.8,,,,,,,0,,,,,
6,1,3.42,,,,,,,0,,,,,
6,1,3.72,,,,,,,0,,,,,
6,0,3.42,,,,,,,0,,,,,
6,1,3.9,,,,,,,0,,,,,
6,0,3.1,,,,,,,0,,,,,
6,1,3.8,,,,,,,0,,,,,
6,1,3.7,,,,,,,0,,,,,
6,1,3.99,,,,,,,0,,,,,
6,0,3.57,,,,,,,0,,,,,
6,0,3.0,,,,,,,0,,,,,
6,0,3.5,,,,,,,0,,,,,
6,0,3.27,,,,,,,0,,,,,
4,1,2.9,,,,,,,0,,,,,
4,1,3.6,,,,,,,0,,,,,
4,1,3.9,,,,,,,0,,,,,
4,0,3.0,,,,,,,0,,,,,
4,0,3.9,,,,,,,0,,,,,
4,1,3.4,,,,,,,0,,,,,
4,1,3.8,,,,,,,0,,,,,
4,0,3.47,,,,,,,0,,,,,
4,0,3.45,,,,,,,0,,,,,
4,1,3.7,,,,,,,0,,,,,
4,0,3.67,,,,,,,0,,,,,
4,1,4.0,,,,,,,0,,,,,
4,1,3.0,,,,,,,0,,,,,
4,0,2.7,,,,,,,0,,,,,
4,0,3.58,,,,,,,0,,,,,
4,0,3.24,,,,,,,0,,,,,
4,0,2.9,,,,,,,0,,,,,
6,0,4.0,,,,,,,0,,,,,
6,0,3.57,,,,,,,0,,,,,
6,1,3.36,,,,,,,0,,,,,
6,0,3.59,,,,,,,0,,,,,
6,0,3.85,,,,,,,0,,,,,
6,0,3.46,,,,,,,0,,,,,
6,1,4.0,,,,,,,0,,,,,
6,1,3.86,,,,,,,0,,,,,
6,0,3.95,,,,,,,0,,,,,
6,1,3.55,,,,,,,0,,,,,
6,1,3.2,,,,,,,0,,,,,
6,0,3.403,,,,,,,0,,,,,
6,1,3.34,,,,,,,0,,,,,
6,0,3.7,,,,,,,0,,,,,
6,1,3.5,,,,,,,0,,,,,
4,0,2.8,,,,,,,0,,,,,
4,1,3.92,,,,,,,0,,,,,
4,0,3.67,,,,,,,0,,,,,
4,0,3.14,,,,,,,0,,,,,
4,1,3.5,,,,,,,0,,,,,
4,1,3.1,,,,,,,0,,,,,
4,0,3.6,,,,,,,0,,,,,
4,1,3.65,,,,,,,0,,,,,
4,0,3.0,,,,,,,0,,,,,
4,1,3.4,,,,,,,0,,,,,
