id,gender,bg_type,nationality,gpa,gpa_scale,gre,toefl,major,intern_desc,has_paper,has_research,courses_note,program,result,season,source
223,unknown,,美籍,3.85,4,,,,,不明,不明,,ucla-mfe,rejected,26Fall,gradcafe
224,unknown,,美籍,4.0,4,,,,,不明,不明,,ucla-mfe,rejected,26Fall,gradcafe
225,unknown,,美籍,4.0,4,,,,,不明,不明,,ucla-mfe,accepted,26Fall,gradcafe
226,unknown,,其他国际,,4,,,,,不明,不明,,ucla-mfe,accepted,26Fall,gradcafe
227,unknown,,美籍,3.95,4,,,,,不明,不明,,ucla-mfe,rejected,26Fall,gradcafe
228,unknown,,美籍,3.83,4,,,,,不明,不明,,ucla-mfe,accepted,26Fall,gradcafe
229,unknown,,其他国际,3.89,4,170,,,,不明,不明,,uiuc-msfe,accepted,14Fall,gradcafe
230,unknown,,其他国际,,4,,,,,不明,不明,,uiuc-msfe,rejected,26Fall,gradcafe
231,unknown,,其他国际,,4,,,,,不明,不明,,uiuc-msfe,waitlisted,26Fall,gradcafe
232,unknown,,其他国际,,4,,,,,不明,不明,,uiuc-msfe,accepted,24Fall,gradcafe
233,unknown,,其他国际,3.63,4,,,,,不明,不明,,uiuc-msfe,accepted,24Fall,gradcafe
234,unknown,,其他国际,3.77,4,,,,,不明,不明,,uiuc-msfe,accepted,24Fall,gradcafe
235,unknown,,其他国际,3.56,4,168,,,,不明,不明,,uiuc-msfe,accepted,24Fall,gradcafe
236,unknown,,美籍,3.82,4,,,,,不明,不明,,uiuc-msfe,accepted,24Fall,gradcafe
237,unknown,,美籍,3.94,4,,,,,不明,不明,,uiuc-msfe,rejected,24Fall,gradcafe
238,unknown,,其他国际,,4,165,,,,不明,不明,,uiuc-msfe,rejected,24Fall,gradcafe
239,unknown,,其他国际,3.5,4,,,,,不明,不明,,uiuc-msfe,interview,24Fall,gradcafe
240,unknown,,其他国际,3.5,4,,,,,不明,不明,,uiuc-msfe,waitlisted,24Fall,gradcafe
241,unknown,,美籍,3.98,4,,,,,不明,不明,,uiuc-msfe,accepted,24Fall,gradcafe
242,unknown,,美籍,,4,,,,,不明,不明,,uiuc-msfe,interview,24Fall,gradcafe
243,unknown,,,3.5,4,153,,,,不明,不明,,uiuc-msfe,accepted,23Fall,gradcafe
244,unknown,,,3.99,4,167,,,,不明,不明,,baruch-mfe,accepted,26Fall,quantnet_tracker
245,unknown,,,3.55,4,170,,,,不明,不明,,baruch-mfe,accepted,26Fall,quantnet_tracker
246,unknown,,,3.88,4,167,,,,不明,不明,,baruch-mfe,rejected,26Fall,quantnet_tracker
247,unknown,,,2.76,4,165,,,,不明,不明,,baruch-mfe,rejected,26Fall,quantnet_tracker
248,unknown,,,3.98,4,170,103,,,不明,不明,,baruch-mfe,rejected,26Fall,quantnet_tracker
249,unknown,,,4.0,4,170,,,,不明,不明,,baruch-mfe,rejected,26Fall,quantnet_tracker
250,unknown,,,3.445,4,156,,,,不明,不明,,baruch-mfe,rejected,26Fall,quantnet_tracker
251,unknown,,,4,4,168,,,,不明,不明,,baruch-mfe,rejected,26Fall,quantnet_tracker
252,unknown,,,3.94,4,169,,,,不明,不明,,baruch-mfe,rejected,26Fall,quantnet_tracker
253,unknown,,,3.86,4,167,,,,不明,不明,,baruch-mfe,rejected,26Fall,quantnet_tracker
254,unknown,,,3.18,4,170,107,,,不明,不明,,baruch-mfe,rejected,26Fall,quantnet_tracker
255,unknown,,,3.7,4,163,,,,不明,不明,,baruch-mfe,rejected,26Fall,quantnet_tracker
256,unknown,,,3.58,4,170,113,,,不明,不明,,baruch-mfe,rejected,26Fall,quantnet_tracker
257,unknown,,,3.84,4,170,,,,不明,不明,,baruch-mfe,rejected,26Fall,quantnet_tracker
258,unknown,,,3.85,4,170,-1,,,不明,不明,,baruch-mfe,rejected,26Fall,quantnet_tracker
259,unknown,,,3.95,4,170,117,,,不明,不明,,baruch-mfe,accepted,26Fall,quantnet_tracker
260,unknown,,,3.2,4,170,,,,不明,不明,,baruch-mfe,rejected,26Fall,quantnet_tracker
261,unknown,,,3.96,4,,,,,不明,不明,,baruch-mfe,rejected,26Fall,quantnet_tracker
262,unknown,,,3.9,4,,,,,不明,不明,,baruch-mfe,accepted,25Fall,quantnet_tracker
263,unknown,,,3.36,4,170,111,,,不明,不明,,baruch-mfe,rejected,26Fall,quantnet_tracker
264,unknown,,,3.4,4,,,,,不明,不明,,baruch-mfe,rejected,26Fall,quantnet_tracker
265,unknown,,,3.97,4,170,,,,不明,不明,,baruch-mfe,accepted,26Fall,quantnet_tracker
266,unknown,,,3.79,4,170,113,,,不明,不明,,baruch-mfe,accepted,25Fall,quantnet_tracker
267,unknown,,,3.93,4,170,,,,不明,不明,,baruch-mfe,rejected,26Fall,quantnet_tracker
268,unknown,,,4.0,4,169,105,,,不明,不明,,baruch-mfe,accepted,25Fall,quantnet_tracker
269,unknown,,,3.0,4,,,,,不明,不明,,baruch-mfe,rejected,25Fall,quantnet_tracker
270,unknown,,,3.85,4,,,,,不明,不明,,baruch-mfe,rejected,25Fall,quantnet_tracker
271,unknown,,,3.93,4,170,,,,不明,不明,,baruch-mfe,accepted,25Fall,quantnet_tracker
272,unknown,,,3.5,4,170,,,,不明,不明,,baruch-mfe,rejected,25Fall,quantnet_tracker
273,unknown,,,3.97,4,,,,,不明,不明,,baruch-mfe,rejected,25Fall,quantnet_tracker
274,unknown,,,4.0,4,170,109,,,不明,不明,,baruch-mfe,rejected,25Fall,quantnet_tracker
275,unknown,,,3.24,4,168,,,,不明,不明,,baruch-mfe,rejected,25Fall,quantnet_tracker
276,unknown,,,3.78,4,,,,,不明,不明,,baruch-mfe,rejected,25Fall,quantnet_tracker
277,unknown,,,3.43,4,170,105,,,不明,不明,,baruch-mfe,rejected,25Fall,quantnet_tracker
278,unknown,,,4.0,4,,,,,不明,不明,,baruch-mfe,rejected,25Fall,quantnet_tracker
279,unknown,,,3.89,4,170,113,,,不明,不明,,baruch-mfe,rejected,25Fall,quantnet_tracker
280,unknown,,,3.59,4,,,,,不明,不明,,baruch-mfe,accepted,25Fall,quantnet_tracker
281,unknown,,,3.1,4,,,,,不明,不明,,baruch-mfe,rejected,25Fall,quantnet_tracker
282,unknown,,,3.28,4,,,,,不明,不明,,baruch-mfe,rejected,25Fall,quantnet_tracker
283,unknown,,,2.89,4,,,,,不明,不明,,baruch-mfe,rejected,25Fall,quantnet_tracker
284,unknown,,,3.57,4,,,,,不明,不明,,baruch-mfe,rejected,25Fall,quantnet_tracker
285,unknown,,,3.72,4,,,,,不明,不明,,baruch-mfe,accepted,25Fall,quantnet_tracker
286,unknown,,,3.84,4,170,114,,,不明,不明,,baruch-mfe,accepted,25Fall,quantnet_tracker
287,unknown,,,4.0,4,168,,,,不明,不明,,baruch-mfe,rejected,25Fall,quantnet_tracker
288,unknown,,,3.47,4,,,,,不明,不明,,baruch-mfe,rejected,25Fall,quantnet_tracker
289,unknown,,,3.8,4,,,,,不明,不明,,baruch-mfe,rejected,25Fall,quantnet_tracker
290,unknown,,,3.5,4,,,,,不明,不明,,baruch-mfe,accepted,25Fall,quantnet_tracker
291,unknown,,,3.64,4,170,,,,不明,不明,,baruch-mfe,accepted,25Fall,quantnet_tracker
292,unknown,,,3.5,4,,,,,不明,不明,,baruch-mfe,rejected,25Fall,quantnet_tracker
293,unknown,,,3.78,4,165,,,,不明,不明,,baruch-mfe,rejected,25Fall,quantnet_tracker
294,unknown,,,3.2,4,,,,,不明,不明,,baruch-mfe,rejected,25Fall,quantnet_tracker
295,unknown,,,3.82,4,,,,,不明,不明,,baruch-mfe,rejected,25Fall,quantnet_tracker
296,unknown,,,3.5,4,170,106,,,不明,不明,,baruch-mfe,rejected,25Fall,quantnet_tracker
297,unknown,,,3.98,4,,,,,不明,不明,,baruch-mfe,rejected,25Fall,quantnet_tracker
298,unknown,,,3.5,4,167,,,,不明,不明,,baruch-mfe,rejected,25Fall,quantnet_tracker
299,unknown,,,3.4,4,,,,,不明,不明,,baruch-mfe,rejected,25Fall,quantnet_tracker
300,unknown,,,3.4,4,170,,,,不明,不明,,baruch-mfe,rejected,25Fall,quantnet_tracker
301,unknown,,,3.8,4,168,,,,不明,不明,,baruch-mfe,rejected,25Fall,quantnet_tracker
302,unknown,,,3.7,4,,,,,不明,不明,,baruch-mfe,rejected,25Fall,quantnet_tracker
303,unknown,,,3.89,4,167,,,,不明,不明,,baruch-mfe,rejected,25Fall,quantnet_tracker
304,unknown,,,3.2,4,170,,,,不明,不明,,baruch-mfe,rejected,25Fall,quantnet_tracker
305,unknown,,,3.55,4,,,,,不明,不明,,baruch-mfe,rejected,25Fall,quantnet_tracker
306,unknown,,,3.8,4,164,,,,不明,不明,,baruch-mfe,rejected,25Fall,quantnet_tracker
307,unknown,,,3.91,4,,,,,不明,不明,,baruch-mfe,accepted,25Fall,quantnet_tracker
308,unknown,,,4.0,4,167,,,,不明,不明,,baruch-mfe,rejected,25Fall,quantnet_tracker
309,unknown,,,3.80,4,170,,,,不明,不明,,baruch-mfe,rejected,25Fall,quantnet_tracker
310,unknown,,,3.96,4,170,,,,不明,不明,,baruch-mfe,rejected,25Fall,quantnet_tracker
311,unknown,,,3.75,4,169,,,,不明,不明,,baruch-mfe,rejected,25Fall,quantnet_tracker
312,unknown,,,3.3,4,,,,,不明,不明,,baruch-mfe,rejected,25Fall,quantnet_tracker
313,unknown,,,3.70,4,167,101,,,不明,不明,,baruch-mfe,rejected,25Fall,quantnet_tracker
314,unknown,,,3.7,4,170,,,,不明,不明,,baruch-mfe,rejected,25Fall,quantnet_tracker
315,unknown,,,2.87,4,170,,,,不明,不明,,baruch-mfe,rejected,25Fall,quantnet_tracker
316,unknown,,,3.86,4,,,,,不明,不明,,baruch-mfe,rejected,25Fall,quantnet_tracker
317,unknown,,,3.817,4,,,,,不明,不明,,baruch-mfe,rejected,25Fall,quantnet_tracker
318,unknown,,,,4,151,,,,不明,不明,,baruch-mfe,rejected,25Fall,quantnet_tracker
319,unknown,,,3.77,4,,,,,不明,不明,,baruch-mfe,rejected,25Fall,quantnet_tracker
320,unknown,,,3.71,4,,,,,不明,不明,,baruch-mfe,rejected,25Fall,quantnet_tracker
321,unknown,,,3.64,4,,,,,不明,不明,,baruch-mfe,rejected,25Fall,quantnet_tracker
322,unknown,,,3.85,4,,,,,不明,不明,,baruch-mfe,accepted,25Fall,quantnet_tracker
323,unknown,,,3.57,4,153,,,,不明,不明,,baruch-mfe,rejected,25Fall,quantnet_tracker
324,unknown,,,3.96,4,160,,,,不明,不明,,baruch-mfe,rejected,25Fall,quantnet_tracker
325,unknown,,,3.76,4,,,,,不明,不明,,baruch-mfe,rejected,25Fall,quantnet_tracker
326,unknown,,,,4,,,,,不明,不明,,baruch-mfe,rejected,25Fall,quantnet_tracker
327,unknown,,,3.1,4,170,,,,不明,不明,,baruch-mfe,rejected,25Fall,quantnet_tracker
328,unknown,,,3.89,4,168,,,,不明,不明,,baruch-mfe,rejected,25Fall,quantnet_tracker
329,unknown,,,3.24,4,,,,,不明,不明,,baruch-mfe,accepted,25Fall,quantnet_tracker
330,unknown,,,3.8,4,167,,,,不明,不明,,baruch-mfe,rejected,25Fall,quantnet_tracker
331,unknown,,,3.4,4,156,,,,不明,不明,,baruch-mfe,rejected,25Fall,quantnet_tracker
332,unknown,,,3.31,4,170,,,,不明,不明,,baruch-mfe,rejected,25Fall,quantnet_tracker
333,unknown,,,3.98,4,169,,,,不明,不明,,baruch-mfe,rejected,25Fall,quantnet_tracker
334,unknown,,,3.01,4,168,,,,不明,不明,,baruch-mfe,rejected,25Fall,quantnet_tracker
335,unknown,,,3.8,4,170,107,,,不明,不明,,baruch-mfe,accepted,25Fall,quantnet_tracker
336,unknown,,,,4,,,,,不明,不明,,baruch-mfe,rejected,24Fall,quantnet_tracker
337,unknown,,,3.87,4,165,106,,,不明,不明,,baruch-mfe,rejected,24Fall,quantnet_tracker
338,unknown,,,,4,,,,,不明,不明,,baruch-mfe,accepted,24Fall,quantnet_tracker
339,unknown,,,3.8,4,170,,,,不明,不明,,baruch-mfe,rejected,24Fall,quantnet_tracker
340,unknown,,,3.38,4,170,,,,不明,不明,,baruch-mfe,rejected,24Fall,quantnet_tracker
341,unknown,,,3.93,4,170,,,,不明,不明,,baruch-mfe,accepted,24Fall,quantnet_tracker
342,unknown,,,3.61,4,170,,,,不明,不明,,baruch-mfe,rejected,24Fall,quantnet_tracker
343,unknown,,,3.59,4,,,,,不明,不明,,baruch-mfe,rejected,24Fall,quantnet_tracker
344,unknown,,,3.756,4,,,,,不明,不明,,baruch-mfe,rejected,24Fall,quantnet_tracker
345,unknown,,,3.95,4,170,,,,不明,不明,,baruch-mfe,rejected,24Fall,quantnet_tracker
346,unknown,,,3.92,4,,,,,不明,不明,,baruch-mfe,rejected,24Fall,quantnet_tracker
347,unknown,,,3.9,4,169,,,,不明,不明,,baruch-mfe,rejected,24Fall,quantnet_tracker
348,unknown,,,4,4,170,,,,不明,不明,,baruch-mfe,accepted,24Fall,quantnet_tracker
349,unknown,,,3.65,4,,,,,不明,不明,,baruch-mfe,rejected,24Fall,quantnet_tracker
350,unknown,,,,4,163,,,,不明,不明,,baruch-mfe,rejected,24Fall,quantnet_tracker
351,unknown,,,3.21,4,167,,,,不明,不明,,baruch-mfe,rejected,24Fall,quantnet_tracker
352,unknown,,,3.88,4,170,,,,不明,不明,,baruch-mfe,rejected,24Fall,quantnet_tracker
353,unknown,,,3.34,4,168,,,,不明,不明,,baruch-mfe,rejected,24Fall,quantnet_tracker
354,unknown,,,,4,170,,,,不明,不明,,baruch-mfe,rejected,24Fall,quantnet_tracker
355,unknown,,,3.93,4,169,,,,不明,不明,,baruch-mfe,rejected,24Fall,quantnet_tracker
356,unknown,,,3.63,4,,,,,不明,不明,,baruch-mfe,rejected,24Fall,quantnet_tracker
357,unknown,,,3.93,4,167,,,,不明,不明,,baruch-mfe,rejected,24Fall,quantnet_tracker
358,unknown,,,3.55,4,168,,,,不明,不明,,baruch-mfe,rejected,24Fall,quantnet_tracker
359,unknown,,,3.93,4,164,,,,不明,不明,,baruch-mfe,rejected,24Fall,quantnet_tracker
360,unknown,,,3.62,4,170,,,,不明,不明,,baruch-mfe,rejected,24Fall,quantnet_tracker
361,unknown,,,3.86,4,170,,,,不明,不明,,baruch-mfe,rejected,24Fall,quantnet_tracker
362,unknown,,,3.57,4,,,,,不明,不明,,baruch-mfe,accepted,24Fall,quantnet_tracker
363,unknown,,,3.6,4,,,,,不明,不明,,baruch-mfe,accepted,24Fall,quantnet_tracker
364,unknown,,,4,4,,,,,不明,不明,,baruch-mfe,rejected,24Fall,quantnet_tracker
365,unknown,,,3.31,4,,,,,不明,不明,,baruch-mfe,accepted,24Fall,quantnet_tracker
366,unknown,,,3.85,4,170,,,,不明,不明,,baruch-mfe,accepted,24Fall,quantnet_tracker
367,unknown,,,3.76,4,170,,,,不明,不明,,baruch-mfe,accepted,24Fall,quantnet_tracker
368,unknown,,,3.89,4,,,,,不明,不明,,baruch-mfe,accepted,24Fall,quantnet_tracker
369,unknown,,,3.85,4,170,,,,不明,不明,,baruch-mfe,rejected,24Fall,quantnet_tracker
370,unknown,,,3.9,4,168,,,,不明,不明,,baruch-mfe,accepted,23Fall,quantnet_tracker
371,unknown,,,3.86,4,170,,,,不明,不明,,baruch-mfe,rejected,23Fall,quantnet_tracker
372,unknown,,,3.85,4,167,,,,不明,不明,,baruch-mfe,accepted,23Fall,quantnet_tracker
373,unknown,,,3.75,4,170,,,,不明,不明,,baruch-mfe,rejected,23Fall,quantnet_tracker
374,unknown,,,3.719,4,170,,,,不明,不明,,baruch-mfe,accepted,23Fall,quantnet_tracker
375,unknown,,,3.67,4,170,,,,不明,不明,,baruch-mfe,accepted,23Fall,quantnet_tracker
376,unknown,,,3.8,4,,,,,不明,不明,,baruch-mfe,accepted,23Fall,quantnet_tracker
377,unknown,,,3.17,4,170,,,,不明,不明,,baruch-mfe,rejected,23Fall,quantnet_tracker
378,unknown,,,3.7,4,170,,,,不明,不明,,baruch-mfe,accepted,23Fall,quantnet_tracker
379,unknown,,,3.91,4,170,,,,不明,不明,,baruch-mfe,rejected,23Fall,quantnet_tracker
380,unknown,,,3,4,169,,,,不明,不明,,baruch-mfe,rejected,23Fall,quantnet_tracker
381,unknown,,,3.6,4,168,,,,不明,不明,,baruch-mfe,rejected,23Fall,quantnet_tracker
382,unknown,,,3.14,4,,,,,不明,不明,,baruch-mfe,rejected,23Fall,quantnet_tracker
383,unknown,,,3.75,4,169,,,,不明,不明,,baruch-mfe,rejected,23Fall,quantnet_tracker
384,unknown,,,3.72,4,,,,,不明,不明,,baruch-mfe,rejected,23Fall,quantnet_tracker
385,unknown,,,3.91,4,,,,,不明,不明,,baruch-mfe,accepted,23Fall,quantnet_tracker
386,unknown,,,3.64,4,,,,,不明,不明,,baruch-mfe,rejected,23Fall,quantnet_tracker
387,unknown,,,2.91,4,,,,,不明,不明,,baruch-mfe,rejected,23Fall,quantnet_tracker
388,unknown,,,3.7,4,,,,,不明,不明,,baruch-mfe,rejected,23Fall,quantnet_tracker
389,unknown,,,3.5,4,,,,,不明,不明,,baruch-mfe,rejected,23Fall,quantnet_tracker
390,unknown,,,3.8,4,,,,,不明,不明,,baruch-mfe,rejected,23Fall,quantnet_tracker
391,unknown,,,3.03,4,169,,,,不明,不明,,baruch-mfe,rejected,23Fall,quantnet_tracker
392,unknown,,,3.44,4,,,,,不明,不明,,baruch-mfe,rejected,23Fall,quantnet_tracker
393,unknown,,,3.2,4,,,,,不明,不明,,baruch-mfe,rejected,23Fall,quantnet_tracker
394,unknown,,,3,4,,,,,不明,不明,,baruch-mfe,accepted,23Fall,quantnet_tracker
395,unknown,,,3.41,4,,,,,不明,不明,,baruch-mfe,rejected,23Fall,quantnet_tracker
396,unknown,,,3.4,4,,,,,不明,不明,,baruch-mfe,rejected,23Fall,quantnet_tracker
397,unknown,,,3.87,4,,,,,不明,不明,,baruch-mfe,accepted,23Fall,quantnet_tracker
398,unknown,,,3.846,4,,,,,不明,不明,,baruch-mfe,accepted,23Fall,quantnet_tracker
399,unknown,,,,4,,,,,不明,不明,,baruch-mfe,accepted,23Fall,quantnet_tracker
400,unknown,,,3.58,4,,,,,不明,不明,,baruch-mfe,accepted,23Fall,quantnet_tracker
401,unknown,,,3.9,4,,,,,不明,不明,,baruch-mfe,accepted,23Fall,quantnet_tracker
402,unknown,,,3.46,4,169,,,,不明,不明,,baruch-mfe,rejected,23Fall,quantnet_tracker
403,unknown,,,3.695,4,170,,,,不明,不明,,baruch-mfe,accepted,22Fall,quantnet_tracker
404,unknown,,,3.36,4,169,,,,不明,不明,,baruch-mfe,rejected,22Fall,quantnet_tracker
405,unknown,,,2.83,4,168,,,,不明,不明,,baruch-mfe,rejected,22Fall,quantnet_tracker
406,unknown,,,3.77,4,167,,,,不明,不明,,baruch-mfe,rejected,22Fall,quantnet_tracker
407,unknown,,,3.5,4,170,,,,不明,不明,,baruch-mfe,accepted,22Fall,quantnet_tracker
408,unknown,,,3.49,4,161,,,,不明,不明,,baruch-mfe,accepted,22Fall,quantnet_tracker
409,unknown,,,3.94,4,130,,,,不明,不明,,baruch-mfe,rejected,22Fall,quantnet_tracker
410,unknown,,,2.98,4,130,,,,不明,不明,,baruch-mfe,rejected,22Fall,quantnet_tracker
411,unknown,,,3.8,4,170,,,,不明,不明,,baruch-mfe,rejected,22Fall,quantnet_tracker
412,unknown,,,3.7,4,170,,,,不明,不明,,baruch-mfe,rejected,22Fall,quantnet_tracker
413,unknown,,,3.75,4,169,,,,不明,不明,,baruch-mfe,accepted,22Fall,quantnet_tracker
414,unknown,,,2.9,4,,,,,不明,不明,,baruch-mfe,rejected,22Fall,quantnet_tracker
415,unknown,,,3.61,4,170,,,,不明,不明,,baruch-mfe,accepted,22Fall,quantnet_tracker
416,unknown,,,3.9,4,170,,,,不明,不明,,baruch-mfe,rejected,21Fall,quantnet_tracker
417,unknown,,,3.1,4,168,,,,不明,不明,,baruch-mfe,rejected,21Fall,quantnet_tracker
418,unknown,,,3.53,4,169,,,,不明,不明,,baruch-mfe,rejected,21Fall,quantnet_tracker
419,unknown,,,3.72,4,170,100,,,不明,不明,,baruch-mfe,rejected,21Fall,quantnet_tracker
420,unknown,,,3.8,4,170,,,,不明,不明,,baruch-mfe,rejected,21Fall,quantnet_tracker
421,unknown,,,3.9,4,170,,,,不明,不明,,baruch-mfe,accepted,21Fall,quantnet_tracker
422,unknown,,,3.7,4,169,,,,不明,不明,,baruch-mfe,rejected,21Fall,quantnet_tracker
423,unknown,,,3.83,4,169,,,,不明,不明,,baruch-mfe,accepted,21Fall,quantnet_tracker
424,unknown,,,3.922,4,170,,,,不明,不明,,baruch-mfe,rejected,21Fall,quantnet_tracker
425,unknown,,,3.7,4,170,,,,不明,不明,,baruch-mfe,rejected,21Fall,quantnet_tracker
426,unknown,,,3.93,4,170,,,,不明,不明,,baruch-mfe,accepted,21Fall,quantnet_tracker
427,unknown,,,3.6,4,170,,,,不明,不明,,baruch-mfe,accepted,21Fall,quantnet_tracker
428,unknown,,,3.74,4,170,,,,不明,不明,,baruch-mfe,accepted,21Fall,quantnet_tracker
429,unknown,,,3.52,4,169,,,,不明,不明,,baruch-mfe,accepted,21Fall,quantnet_tracker
430,unknown,,,3.25,4,149,,,,不明,不明,,baruch-mfe,rejected,20Fall,quantnet_tracker
431,unknown,,,3.65,4,170,,,,不明,不明,,baruch-mfe,accepted,20Fall,quantnet_tracker
432,unknown,,,3.69,4,165,,,,不明,不明,,baruch-mfe,rejected,20Fall,quantnet_tracker
433,unknown,,,3.6,4,169,,,,不明,不明,,baruch-mfe,rejected,20Fall,quantnet_tracker
434,unknown,,,3.8,4,168,,,,不明,不明,,baruch-mfe,accepted,20Fall,quantnet_tracker
435,unknown,,,3.7,4,170,,,,不明,不明,,baruch-mfe,rejected,20Fall,quantnet_tracker
436,unknown,,,3.6,4,170,,,,不明,不明,,baruch-mfe,rejected,20Fall,quantnet_tracker
437,unknown,,,3.912,4,169,,,,不明,不明,,baruch-mfe,rejected,20Fall,quantnet_tracker
438,unknown,,,3.92,4,169,,,,不明,不明,,baruch-mfe,accepted,20Fall,quantnet_tracker
439,unknown,,,3.19,4,169,,,,不明,不明,,baruch-mfe,rejected,20Fall,quantnet_tracker
440,unknown,,,3.46,4,169,,,,不明,不明,,baruch-mfe,rejected,20Fall,quantnet_tracker
441,unknown,,,3.79,4,170,,,,不明,不明,,baruch-mfe,accepted,20Fall,quantnet_tracker
442,unknown,,,3.7,4,166,,,,不明,不明,,baruch-mfe,rejected,20Fall,quantnet_tracker
443,unknown,,,3.67,4,170,,,,不明,不明,,baruch-mfe,rejected,20Fall,quantnet_tracker
444,unknown,,,3.8,4,170,,,,不明,不明,,baruch-mfe,accepted,20Fall,quantnet_tracker
445,unknown,,,3.61,4,169,,,,不明,不明,,baruch-mfe,rejected,20Fall,quantnet_tracker
446,unknown,,,3.94,4,169,,,,不明,不明,,baruch-mfe,rejected,20Fall,quantnet_tracker
447,unknown,,,3.44,4,170,,,,不明,不明,,baruch-mfe,accepted,20Fall,quantnet_tracker
448,unknown,,,3.6,4,170,,,,不明,不明,,baruch-mfe,accepted,20Fall,quantnet_tracker
449,unknown,,,3.7,4,170,,,,不明,不明,,baruch-mfe,accepted,20Fall,quantnet_tracker
450,unknown,,,3.4,4,168,,,,不明,不明,,baruch-mfe,rejected,20Fall,quantnet_tracker
451,unknown,,,3.24,4,169,,,,不明,不明,,baruch-mfe,rejected,20Fall,quantnet_tracker
452,unknown,,,3.69,4,169,,,,不明,不明,,baruch-mfe,rejected,20Fall,quantnet_tracker
453,unknown,,,3.5,4,168,,,,不明,不明,,baruch-mfe,rejected,20Fall,quantnet_tracker
454,unknown,,,3.9,4,170,,,,不明,不明,,baruch-mfe,rejected,20Fall,quantnet_tracker
455,unknown,,,3.75,4,170,,,,不明,不明,,baruch-mfe,accepted,20Fall,quantnet_tracker
456,unknown,,,3.84,4,170,,,,不明,不明,,baruch-mfe,accepted,20Fall,quantnet_tracker
457,unknown,,,3.2,4,169,,,,不明,不明,,baruch-mfe,accepted,20Fall,quantnet_tracker
458,unknown,,,3.8,4,168,,,,不明,不明,,baruch-mfe,accepted,19Fall,quantnet_tracker
459,unknown,,,3.5,4,164,,,,不明,不明,,baruch-mfe,rejected,19Fall,quantnet_tracker
460,unknown,,,3.72,4,170,,,,不明,不明,,baruch-mfe,accepted,19Fall,quantnet_tracker
461,unknown,,,3.56,4,169,,,,不明,不明,,baruch-mfe,rejected,19Fall,quantnet_tracker
462,unknown,,,3.92,4,170,,,,不明,不明,,baruch-mfe,accepted,19Fall,quantnet_tracker
463,unknown,,,3.8,4,169,,,,不明,不明,,baruch-mfe,accepted,19Fall,quantnet_tracker
464,unknown,,,3.81,4,170,,,,不明,不明,,baruch-mfe,accepted,19Fall,quantnet_tracker
465,unknown,,,3.87,4,170,,,,不明,不明,,baruch-mfe,accepted,19Fall,quantnet_tracker
466,unknown,,,3.64,4,170,,,,不明,不明,,baruch-mfe,rejected,19Fall,quantnet_tracker
467,unknown,,,3.44,4,169,,,,不明,不明,,baruch-mfe,rejected,19Fall,quantnet_tracker
468,unknown,,,3.76,4,170,,,,不明,不明,,baruch-mfe,accepted,19Fall,quantnet_tracker
469,unknown,,,3.8,4,167,,,,不明,不明,,baruch-mfe,rejected,19Fall,quantnet_tracker
470,unknown,,,3.67,4,170,,,,不明,不明,,baruch-mfe,accepted,19Fall,quantnet_tracker
471,unknown,,,3.64,4,169,,,,不明,不明,,baruch-mfe,accepted,19Fall,quantnet_tracker
472,unknown,,,3.87,4,169,,,,不明,不明,,baruch-mfe,accepted,19Fall,quantnet_tracker
473,unknown,,,2,4,,,,,不明,不明,,baruch-mfe,rejected,19Fall,quantnet_tracker
474,unknown,,,3.72,4,167,,,,不明,不明,,baruch-mfe,accepted,19Fall,quantnet_tracker
475,unknown,,,3.6,4,165,,,,不明,不明,,baruch-mfe,accepted,19Fall,quantnet_tracker
476,unknown,,,3.4,4,169,,,,不明,不明,,baruch-mfe,accepted,19Fall,quantnet_tracker
477,unknown,,,4,4,170,,,,不明,不明,,baruch-mfe,accepted,19Fall,quantnet_tracker
478,unknown,,,3.86,4,170,,,,不明,不明,,baruch-mfe,accepted,19Fall,quantnet_tracker
479,unknown,,,3.53,4,170,,,,不明,不明,,baruch-mfe,accepted,19Fall,quantnet_tracker
480,unknown,,,3.56,4,170,,,,不明,不明,,baruch-mfe,accepted,19Fall,quantnet_tracker
481,unknown,,,3.5,4,170,,,,不明,不明,,baruch-mfe,rejected,19Fall,quantnet_tracker
